	121_F_P_sh_R_D_A_01.c3d	121_F_P_sh_R_D_A_01.c3d	121_F_P_sh_R_D_A_01.c3d	121_F_P_sh_R_D_A_01.c3d	121_F_P_sh_R_D_A_01.c3d	121_F_P_sh_R_D_A_01.c3d	121_F_P_sh_R_D_A_01.c3d	121_F_P_sh_R_D_A_01.c3d	121_F_P_sh_R_D_A_02.c3d	121_F_P_sh_R_D_A_02.c3d	121_F_P_sh_R_D_A_02.c3d	121_F_P_sh_R_D_A_02.c3d	121_F_P_sh_R_D_A_02.c3d	121_F_P_sh_R_D_A_02.c3d	121_F_P_sh_R_D_A_02.c3d	121_F_P_sh_R_D_A_02.c3d	121_F_P_sh_R_D_A_03.c3d	121_F_P_sh_R_D_A_03.c3d	121_F_P_sh_R_D_A_03.c3d	121_F_P_sh_R_D_A_03.c3d	121_F_P_sh_R_D_A_03.c3d	121_F_P_sh_R_D_A_03.c3d	121_F_P_sh_R_D_A_03.c3d	121_F_P_sh_R_D_A_03.c3d	121_F_P_sh_R_D_A_08.c3d	121_F_P_sh_R_D_A_08.c3d	121_F_P_sh_R_D_A_08.c3d	121_F_P_sh_R_D_A_08.c3d	121_F_P_sh_R_D_A_08.c3d	121_F_P_sh_R_D_A_08.c3d	121_F_P_sh_R_D_A_08.c3d	121_F_P_sh_R_D_A_08.c3d	121_F_P_sh_R_D_A_09.c3d	121_F_P_sh_R_D_A_09.c3d	121_F_P_sh_R_D_A_09.c3d	121_F_P_sh_R_D_A_09.c3d	121_F_P_sh_R_D_A_09.c3d	121_F_P_sh_R_D_A_09.c3d	121_F_P_sh_R_D_A_09.c3d	121_F_P_sh_R_D_A_09.c3d	121_F_P_sh_R_D_A_10.c3d	121_F_P_sh_R_D_A_10.c3d	121_F_P_sh_R_D_A_10.c3d	121_F_P_sh_R_D_A_10.c3d	121_F_P_sh_R_D_A_10.c3d	121_F_P_sh_R_D_A_10.c3d	121_F_P_sh_R_D_A_10.c3d	121_F_P_sh_R_D_A_10.c3d
8	0.337505	0.266410	0.324136	0.146071	0.219568	0.447679	0.414715	0.053563	0.210887	0.098918	0.256655	0.127417	0.274828	0.654138	0.330078	0.146192	0.694170	0.130558	0.581800	0.296969	0.286323	0.506248	0.217712	0.157150	0.334667	0.173411	0.508651	0.224418	0.332220	0.678835	0.360534	0.210467	0.210871	0.161003	0.354225	0.079582	0.455303	0.170425	0.499815	0.150321	0.141628	0.279687	0.279906	0.231351	0.358762	0.361108	0.360768	0.089835
9	0.332821	0.249283	0.298588	0.168828	0.229369	0.413616	0.422433	0.076879	0.142971	0.117081	0.324402	0.126248	0.327012	0.641804	0.315195	0.149468	0.785172	0.172640	0.657814	0.314214	0.270172	0.524970	0.192557	0.145178	0.366797	0.172484	0.511587	0.226259	0.271579	0.674091	0.373590	0.241661	0.211791	0.163854	0.340884	0.095937	0.456965	0.169763	0.423050	0.160878	0.147864	0.247341	0.304829	0.228222	0.353878	0.361506	0.380794	0.086911
10	0.322703	0.269605	0.335994	0.181716	0.278408	0.405633	0.426906	0.078349	0.133286	0.147534	0.393555	0.123982	0.335365	0.619560	0.322346	0.156415	0.798764	0.174725	0.659770	0.318757	0.262551	0.538505	0.198365	0.132025	0.400738	0.159407	0.514136	0.236574	0.223345	0.643370	0.385211	0.248875	0.209591	0.197500	0.301374	0.096915	0.449184	0.172902	0.377628	0.163049	0.191502	0.211591	0.310306	0.214828	0.351763	0.340478	0.393582	0.085060
11	0.303915	0.334196	0.484329	0.190444	0.281975	0.413244	0.393701	0.098896	0.148890	0.147116	0.395605	0.141698	0.331463	0.604724	0.321872	0.156568	0.820593	0.174546	0.652375	0.319776	0.261815	0.542523	0.211665	0.121367	0.512049	0.122498	0.526622	0.208035	0.216532	0.561345	0.374461	0.248721	0.215805	0.226219	0.317205	0.125645	0.418695	0.147303	0.361646	0.161099	0.194478	0.191084	0.306299	0.207499	0.360559	0.324576	0.397475	0.086027
12	0.301775	0.382992	0.589612	0.204626	0.315121	0.422124	0.328021	0.115958	0.159541	0.151374	0.439183	0.165373	0.352713	0.479840	0.307300	0.157146	0.788458	0.173069	0.644458	0.318802	0.263542	0.542441	0.203852	0.109139	0.562725	0.124851	0.493773	0.185015	0.157492	0.426442	0.375474	0.250184	0.260405	0.228890	0.430212	0.120596	0.423215	0.131943	0.362949	0.162097	0.207415	0.183415	0.401144	0.202819	0.360368	0.344435	0.419306	0.085969
13	0.298626	0.396251	0.627075	0.211953	0.372767	0.427758	0.318781	0.116690	0.180683	0.156178	0.489291	0.167032	0.362776	0.389999	0.253892	0.158074	0.772215	0.163244	0.627925	0.318578	0.258842	0.542429	0.199493	0.100067	0.572242	0.137626	0.482573	0.181168	0.157397	0.428937	0.361433	0.233356	0.280427	0.226754	0.441622	0.120330	0.423850	0.167667	0.337080	0.157481	0.208534	0.169638	0.467549	0.207338	0.353875	0.378297	0.451421	0.095966
14	0.265777	0.395708	0.636627	0.207693	0.432649	0.424763	0.373158	0.120254	0.224729	0.157548	0.505543	0.166108	0.360788	0.423053	0.272558	0.153361	0.619132	0.160016	0.608629	0.224847	0.241198	0.541455	0.201380	0.099070	0.588634	0.143045	0.486586	0.169901	0.153821	0.423355	0.356620	0.231651	0.259140	0.217841	0.433013	0.120471	0.332205	0.172537	0.327531	0.153643	0.207635	0.164456	0.465064	0.199936	0.344912	0.420222	0.474699	0.110467
15	0.251139	0.437415	0.630993	0.205470	0.452226	0.402155	0.387377	0.125090	0.238622	0.161411	0.507403	0.166255	0.353879	0.368553	0.314095	0.146956	0.564500	0.206187	0.397666	0.192449	0.217738	0.558569	0.202792	0.097793	0.610114	0.135994	0.462435	0.168068	0.151121	0.383844	0.370262	0.226157	0.267025	0.222193	0.512567	0.119791	0.439884	0.170889	0.313937	0.138312	0.211047	0.148652	0.463661	0.166785	0.333807	0.496913	0.485914	0.117432
16	0.246983	0.441191	0.672668	0.210386	0.470433	0.394741	0.354005	0.130600	0.239627	0.204840	0.503761	0.169507	0.355653	0.316141	0.347713	0.145214	0.497623	0.287582	0.280787	0.139526	0.204552	0.582021	0.206842	0.099569	0.601350	0.131374	0.543442	0.155058	0.165095	0.344419	0.369608	0.206113	0.263893	0.246030	0.535028	0.118614	0.487668	0.170454	0.210671	0.110153	0.196574	0.158027	0.479518	0.146989	0.338589	0.516594	0.485029	0.121039
17	0.272973	0.438642	0.730368	0.209422	0.538270	0.399746	0.338173	0.133134	0.246560	0.225026	0.494928	0.170686	0.356753	0.315749	0.333947	0.144770	0.376355	0.359786	0.082682	0.104314	0.202483	0.590951	0.227172	0.104098	0.595482	0.153100	0.525866	0.156299	0.234355	0.321170	0.381289	0.195939	0.307744	0.273673	0.520897	0.121187	0.513838	0.170905	0.189892	0.106454	0.196733	0.211555	0.498800	0.146147	0.322839	0.525518	0.491252	0.117214
18	0.279424	0.435972	0.739531	0.221289	0.567293	0.394265	0.345748	0.133205	0.255214	0.240379	0.509386	0.158757	0.355977	0.296706	0.334208	0.125155	0.359245	0.498670	0.070500	0.098753	0.210434	0.584043	0.259574	0.105447	0.593720	0.162827	0.504173	0.162655	0.293119	0.320777	0.385299	0.198264	0.409974	0.297859	0.520112	0.120489	0.522814	0.170712	0.117027	0.102939	0.200282	0.291047	0.512762	0.145589	0.312577	0.518604	0.513975	0.106402
19	0.260200	0.434682	0.737404	0.433978	0.568716	0.385663	0.365383	0.136451	0.257686	0.245045	0.506322	0.154711	0.370776	0.247806	0.331227	0.099908	0.522135	0.504196	0.073309	0.096979	0.220886	0.565177	0.271303	0.104779	0.590783	0.163305	0.516497	0.163312	0.318334	0.311497	0.378608	0.204936	0.443603	0.319197	0.526377	0.115563	0.525690	0.182135	0.116593	0.095924	0.198821	0.327875	0.511119	0.139467	0.315285	0.501509	0.526604	0.099669
20	0.223804	0.438547	0.731066	1.251670	0.570492	0.385663	0.359807	0.140688	0.256286	0.244291	0.511912	0.159701	0.364895	0.248815	0.332251	0.091266	0.529105	0.507742	0.109307	0.306066	0.230080	0.557418	0.267587	0.104676	0.580704	0.164782	0.522239	0.164307	0.331091	0.305590	0.376826	0.208030	0.444008	0.322195	0.525906	0.101064	0.531530	0.259425	0.112613	0.071456	0.199408	0.370170	0.502835	0.134902	0.298547	0.469335	0.530250	0.100753
21	0.221741	0.442666	0.729186	1.753585	0.572973	0.397154	0.360642	0.139858	0.259210	0.239294	0.464013	0.171182	0.326927	0.246849	0.336202	0.089563	0.544754	0.508560	0.106561	0.491578	0.229203	0.557991	0.268527	0.105153	0.585299	0.196681	0.524273	0.151860	0.397152	0.294177	0.334391	0.202185	0.443300	0.302465	0.522009	0.084259	0.533164	0.400495	0.112996	0.066414	0.174041	0.368544	0.495821	0.134798	0.290886	0.451189	0.533253	0.103918
22	0.197289	0.443086	0.730704	2.142820	0.573625	0.435763	0.392678	0.129305	0.264114	0.246673	0.444096	0.175179	0.361072	0.247632	0.347459	0.077453	0.564883	0.507117	0.300126	0.522501	0.228957	0.552877	0.272782	0.106811	0.508469	0.339990	0.505058	0.134913	0.433137	0.292138	0.288425	0.175577	0.421294	0.383168	0.478040	0.047127	0.532556	0.539508	0.102121	0.062335	0.169787	0.374598	0.537937	0.139357	0.290665	0.454943	0.529324	0.109410
23	0.184641	0.442014	0.731286	2.247312	0.555156	0.472123	0.397814	0.127388	0.254181	0.283263	0.444722	0.152877	0.394922	0.254744	0.345599	0.067953	0.543626	0.491655	0.645624	0.526256	0.227915	0.543332	0.276191	0.106044	0.423511	0.433764	0.495343	0.128630	0.434214	0.291570	0.275122	0.143400	0.394801	0.520552	0.398637	0.058988	0.577215	0.564546	0.104371	0.073329	0.168142	0.369813	0.593173	0.134628	0.266475	0.456319	0.528861	0.114648
24	0.189676	0.438372	0.733868	2.376976	0.573650	0.470028	0.400683	0.136262	0.251724	0.326788	0.401446	0.137266	0.360215	0.259625	0.329475	0.069151	0.523662	0.445020	0.755913	0.526482	0.222593	0.548168	0.276378	0.104879	0.465642	0.430584	0.484818	0.120756	0.431093	0.248573	0.265376	0.143542	0.417901	0.520211	0.414067	0.145047	0.589879	0.601789	0.115694	0.079841	0.187298	0.377479	0.518924	0.137844	0.263518	0.468807	0.527835	0.118908
25	0.189300	0.422336	0.721149	2.474907	0.566935	0.465533	0.391151	0.124432	0.231990	0.373294	0.338974	0.141667	0.322558	0.284864	0.318376	0.066038	0.525128	0.380483	0.766466	0.554358	0.221697	0.549815	0.285149	0.111495	0.510875	0.451701	0.465394	0.118003	0.442146	0.307525	0.249979	0.142220	0.435567	0.520400	0.449215	0.156393	0.560048	0.652338	0.119916	0.081120	0.221476	0.434154	0.502226	0.138585	0.255819	0.498978	0.518682	0.121406
26	0.189204	0.384282	0.648419	2.541837	0.531690	0.477644	0.387690	0.132676	0.183669	0.453180	0.309805	0.144460	0.325554	0.282068	0.310993	0.065171	0.451690	0.322905	0.776291	0.565591	0.222134	0.541326	0.311219	0.124888	0.487421	0.483556	0.456344	0.107676	0.444033	0.371843	0.241079	0.150716	0.453753	0.512599	0.386124	0.162581	0.474179	0.687963	0.123488	0.069848	0.231261	0.484305	0.500163	0.145869	0.239931	0.496446	0.502185	0.120273
27	0.190156	0.352205	0.541405	2.588301	0.486828	0.515744	0.343457	0.152523	0.169278	0.492972	0.305906	0.144027	0.337547	0.227568	0.270155	0.057700	0.298179	0.331615	0.810419	0.566766	0.218984	0.536329	0.320775	0.134736	0.532436	0.526414	0.364594	0.090475	0.443694	0.392795	0.252991	0.186285	0.446032	0.511051	0.427576	0.177177	0.466909	0.711844	0.137235	0.064300	0.229617	0.494551	0.498537	0.148189	0.256062	0.493378	0.484721	0.119765
28	0.191871	0.366307	0.476135	2.625736	0.488668	0.493898	0.322791	0.159102	0.175997	0.485694	0.296201	0.136857	0.350971	0.235495	0.206055	0.054402	0.271153	0.366453	0.812580	0.501651	0.204940	0.544665	0.320368	0.140777	0.633936	0.535737	0.274238	0.075385	0.445153	0.393171	0.247336	0.186341	0.403209	0.514831	0.423888	0.199027	0.429361	0.718472	0.134229	0.067529	0.250796	0.484234	0.476989	0.148875	0.254316	0.493890	0.468887	0.119614
29	0.192758	0.420516	0.462352	2.652835	0.474204	0.467159	0.328937	0.158878	0.167512	0.494345	0.290550	0.133103	0.350301	0.235526	0.169635	0.052608	0.218747	0.388007	0.820629	0.333438	0.192802	0.547912	0.323541	0.140091	0.638811	0.543083	0.251715	0.052679	0.444717	0.397910	0.239519	0.202682	0.329323	0.515499	0.424055	0.206428	0.401291	0.717754	0.132466	0.074508	0.264938	0.460203	0.456425	0.148446	0.234714	0.492310	0.461417	0.119315
30	0.198202	0.418501	0.463700	2.670347	0.401290	0.463021	0.328282	0.156830	0.154155	0.516730	0.267793	0.134353	0.357997	0.230365	0.157477	0.051581	0.227134	0.387946	0.712807	0.286752	0.190448	0.546764	0.334000	0.140454	0.641810	0.551261	0.166636	0.052072	0.431434	0.449040	0.237759	0.210556	0.366295	0.501170	0.438288	0.206759	0.406707	0.711762	0.168154	0.078614	0.271777	0.431258	0.445996	0.147630	0.228502	0.484675	0.447786	0.119901
31	0.214554	0.435251	0.442187	2.681842	0.360950	0.454060	0.318737	0.156895	0.159628	0.534423	0.263969	0.130911	0.350425	0.227697	0.159869	0.050423	0.282298	0.379995	0.566491	0.287603	0.205899	0.547664	0.343806	0.141004	0.636748	0.554148	0.112916	0.044228	0.387579	0.504037	0.191109	0.212353	0.377210	0.495582	0.443638	0.206196	0.403016	0.657540	0.248841	0.092518	0.284497	0.401670	0.442646	0.150370	0.230185	0.453379	0.413363	0.121860
32	0.226459	0.434991	0.323423	2.687689	0.349825	0.481039	0.269736	0.155789	0.171681	0.547034	0.225244	0.121534	0.356186	0.222140	0.158331	0.051685	0.594087	0.344837	0.401412	0.276970	0.229558	0.545958	0.363503	0.143609	0.612746	0.549537	0.095386	0.040990	0.351943	0.536623	0.185407	0.206268	0.381425	0.482923	0.444181	0.205802	0.405894	0.571129	0.252990	1.032723	0.329536	0.404280	0.438884	0.144134	0.227943	0.449629	0.377286	0.111617
33	0.244766	0.479742	0.265318	2.689894	0.345032	0.514120	0.266049	0.152431	0.176377	0.547877	0.219349	0.106642	0.378324	0.226390	0.151103	0.052329	0.706563	0.289490	0.387704	0.214066	0.247476	0.540641	0.401666	0.144475	0.603852	0.479486	0.089708	0.039356	0.348514	0.538569	0.202315	0.202583	0.401697	0.339404	0.443908	0.205739	0.418509	0.486490	0.257240	1.209813	0.368746	0.394347	0.435052	0.129327	0.224242	0.357730	0.352701	0.102437
34	0.252469	0.531930	0.300674	2.687118	0.341049	0.522134	0.263145	0.155472	0.185313	0.540001	0.172792	0.125947	0.353492	0.227399	0.126743	0.053798	0.726520	0.316334	0.364639	0.191614	0.253953	0.533631	0.415921	0.147184	0.604925	0.392218	0.094384	0.039886	0.298328	0.541327	0.225982	0.204055	0.404786	0.291017	0.442042	0.184476	0.401084	0.422787	0.297644	1.253287	0.378803	0.397132	0.273797	0.134129	0.216873	0.317104	0.350646	0.099680
35	0.257632	0.552789	0.338510	2.477005	0.336032	0.541590	0.209371	0.161330	0.183942	0.511339	0.163239	0.139508	0.278154	0.227303	0.128116	0.077800	0.736129	0.315705	0.295116	0.190369	0.249036	0.526368	0.414115	0.148220	0.582655	0.395453	0.098701	0.042830	0.205335	0.559914	0.220569	0.203090	0.371960	0.293917	0.361561	0.143049	0.396745	0.379637	0.415755	1.284216	0.486794	0.391408	0.280732	0.149676	0.211314	0.294158	0.345321	0.100732
36	0.257557	0.571861	0.329711	2.149549	0.330250	0.547966	0.193178	0.162266	0.181563	0.499679	0.139017	0.128291	0.275809	0.225135	0.191651	0.112001	0.750721	0.280157	0.303300	0.140681	0.247055	0.516578	0.428048	0.153265	0.525072	0.409397	0.108204	0.044116	0.182861	0.561442	0.214562	0.203278	0.353998	0.286569	0.298687	0.140035	0.454132	0.312124	0.435422	1.320031	0.544517	0.366954	0.282563	0.156722	0.211666	0.290961	0.318435	0.101921
37	0.309963	0.582222	0.331666	1.766707	0.294979	0.559722	0.187097	0.142983	0.195745	0.445425	0.151772	0.135957	0.298925	0.223220	0.202609	0.112822	0.784372	0.267727	0.408950	0.165919	0.261383	0.511904	0.455517	0.154258	0.510638	0.415884	0.130593	0.064149	0.185430	0.554331	0.212885	0.203094	0.364796	0.292814	0.238912	0.128224	0.553426	0.258567	0.434128	1.345140	0.547075	0.289104	0.284096	0.149143	0.212683	0.296610	0.267431	0.103563
38	0.373118	0.583875	0.324474	1.571537	0.273368	0.559243	0.199805	0.137929	0.191697	0.399990	0.151968	0.147397	0.320633	0.237668	0.207247	0.113661	0.769041	0.266468	0.391408	0.155469	0.294959	0.511376	0.481531	0.152919	0.470148	0.365230	0.276205	0.148933	0.174738	0.527422	0.213694	0.201968	0.367198	0.290969	0.184622	0.123079	0.541167	0.257501	0.435151	1.351201	0.552985	0.230851	0.368890	0.146033	0.205555	0.320338	0.205655	0.104267
39	0.389118	0.583714	0.314406	1.328886	0.275865	0.548464	0.252604	0.129629	0.184152	0.344317	0.160679	0.158265	0.322478	0.238752	0.301972	0.114196	0.779864	0.268182	0.390967	0.168346	0.321450	0.509267	0.499033	0.150940	0.238136	0.357149	0.402845	0.173820	0.142492	0.470472	0.215062	0.196766	0.358886	0.288608	0.438550	0.154949	0.539957	0.251892	0.439151	1.355401	0.587367	0.226920	0.412521	0.205272	0.203362	0.355593	0.140374	0.101321
40	0.388912	0.584343	0.311082	1.130397	0.262923	0.486628	0.286945	0.102040	0.178710	0.353334	0.187526	0.162855	0.303876	0.229046	0.314634	0.124869	0.499080	0.272314	0.414744	0.228572	0.344814	0.508437	0.506098	0.152763	0.235643	0.368802	0.420892	0.174230	0.146510	0.452853	0.211134	0.158538	0.322097	0.296235	0.522558	0.156520	0.536396	0.280072	0.439968	1.357598	0.616355	0.209204	0.471969	0.227625	0.220270	0.373125	0.108346	0.095322
41	0.387108	0.581469	0.349647	0.964385	0.183701	0.486625	0.283052	0.082920	0.179228	0.348367	0.189673	0.162395	0.309240	0.235185	0.321460	0.155313	0.484685	0.244768	0.504392	0.237281	0.365367	0.489142	0.505790	0.209140	0.337720	0.422093	0.477739	0.182519	0.143225	0.443796	0.198611	0.139989	0.280860	0.312182	0.517430	0.156847	0.531307	0.292686	0.422442	1.363352	0.628375	0.201515	0.543516	0.228817	0.274972	0.391659	0.095622	0.088473
42	0.386887	0.570819	0.390981	0.810346	0.182880	0.468951	0.278615	0.079308	0.177128	0.391352	0.207850	0.164020	0.321037	0.254871	0.333158	0.163566	0.530389	0.169046	0.549646	0.257564	0.366657	0.452447	0.501905	0.274837	0.338375	0.442099	0.480226	0.224427	0.132337	0.432653	0.186857	0.121136	0.280076	0.309801	0.550871	0.176154	0.524610	0.298021	0.411546	1.336747	0.631684	0.176645	0.550156	0.234520	0.314544	0.389791	0.094842	0.082219
43	0.386615	0.549606	0.409231	0.664147	0.174138	0.465924	0.281632	0.078668	0.167060	0.375029	0.214582	0.167076	0.317946	0.261672	0.375568	0.173421	0.569926	0.149537	0.602715	0.259411	0.363417	0.421150	0.493289	0.273879	0.398050	0.449830	0.502959	0.261438	0.119233	0.408062	0.190889	0.084168	0.270134	0.312407	0.592784	0.220230	0.512012	0.303127	0.434882	0.667598	0.619073	0.273932	0.578559	0.258809	0.329442	0.364454	0.099486	0.077084
44	0.390613	0.508779	0.412798	0.538965	0.142352	0.469392	0.293789	0.081553	0.173931	0.376731	0.218400	0.201251	0.325065	0.271374	0.428678	0.210984	0.559538	0.097679	0.640802	0.253649	0.366898	0.416588	0.480959	0.273374	0.578302	0.451773	0.610417	0.265025	0.106129	0.318579	0.181235	0.067457	0.243817	0.294234	0.622959	0.235352	0.477888	0.323002	0.414220	0.625296	0.592580	0.345273	0.626944	0.273551	0.332807	0.370814	0.107629	0.074641
